time,joint_positions,gripper_state,cube_position,target_position,actions,camera1_image_paths,camera2_image_paths
991,"[0.5842798352241516, -0.6372917890548706, -1.713191032409668, 0.9038022756576538, 1.5018826723098755, 2.165447473526001, -0.43904438614845276, -0.3936241865158081, 0.11499347537755966, 0.12428376078605652, 0.7689878344535828, 0.7678192853927612, -0.7854869961738586, -0.7853983640670776]","[-0.43904438614845276, -0.3936241865158081]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58434355, -0.6317627 , -1.7135452 ,  0.8991679 ,  1.504349  ,
        2.1639528 ], dtype=float32), 'joint_velocities': array([ 0.06569676, -0.3539805 , -0.01089842, -0.07271747,  0.23378213,
        0.04363235], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
992,"[0.5842982530593872, -0.6373374462127686, -1.7131679058074951, 0.9035270810127258, 1.5019041299819946, 2.165853261947632, -0.4403926134109497, -0.3949016332626343, 0.11432056874036789, 0.12337775528430939, 0.7692606449127197, 0.7680334448814392, -0.7854848504066467, -0.7853983044624329]","[-0.4403926134109497, -0.3949016332626343]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58436894, -0.6318814 , -1.713571  ,  0.89951736,  1.5037032 ,
        2.163894  ], dtype=float32), 'joint_velocities': array([ 0.06863799, -0.34953493, -0.0149673 , -0.07219639,  0.23351432,
        0.04519426], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
993,"[0.5843031406402588, -0.6372664570808411, -1.713088035583496, 0.9031677842140198, 1.5017096996307373, 2.1661243438720703, -0.44238752126693726, -0.39532265067100525, 0.10982967913150787, 0.12334990501403809, 0.7692365050315857, 0.7677731513977051, -0.7854846119880676, -0.7853983640670776]","[-0.44238752126693726, -0.39532265067100525]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58442175, -0.6316427 , -1.7135206 ,  0.8982585 ,  1.5040947 ,
        2.16429   ], dtype=float32), 'joint_velocities': array([ 0.06621363, -0.35031635, -0.00829613, -0.07721507,  0.23447663,
        0.04181112], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
994,"[0.5843830704689026, -0.6372985243797302, -1.7129794359207153, 0.9026139378547668, 1.5015166997909546, 2.166430711746216, -0.44296032190322876, -0.395962119102478, 0.10930903255939484, 0.12305612117052078, 0.7693754434585571, 0.76803058385849, -0.7854829430580139, -0.7853983640670776]","[-0.44296032190322876, -0.395962119102478]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5845135 , -0.6318633 , -1.7133069 ,  0.89867795,  1.5026305 ,
        2.163829  ], dtype=float32), 'joint_velocities': array([ 0.07086185, -0.3432251 , -0.01993094, -0.07123351,  0.2347911 ,
        0.04565379], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
995,"[0.5843638777732849, -0.637190580368042, -1.712945580482483, 0.9023212790489197, 1.5013643503189087, 2.1667885780334473, -0.4415337145328522, -0.39585208892822266, 0.10990660637617111, 0.12363274395465851, 0.769044041633606, 0.7678248882293701, -0.7854815125465393, -0.7853983640670776]","[-0.4415337145328522, -0.39585208892822266]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5844649 , -0.63153535, -1.7134624 ,  0.89746034,  1.5041095 ,
        2.1645594 ], dtype=float32), 'joint_velocities': array([ 0.06673564, -0.34564936, -0.00665092, -0.08142044,  0.23579356,
        0.0402414 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
996,"[0.5844356417655945, -0.6372110247612, -1.7127604484558105, 0.9017730355262756, 1.5013113021850586, 2.1669914722442627, -0.44118964672088623, -0.39580243825912476, 0.11025461554527283, 0.1233823373913765, 0.7690842747688293, 0.7678622603416443, -0.7854815125465393, -0.7853983640670776]","[-0.44118964672088623, -0.39580243825912476]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58457124, -0.63177913, -1.7130541 ,  0.8977767 ,  1.5026747 ,
        2.1638708 ], dtype=float32), 'joint_velocities': array([ 0.07117058, -0.3375251 , -0.02128848, -0.07376472,  0.23564774,
        0.04419154], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
997,"[0.5844148993492126, -0.6371343731880188, -1.7127448320388794, 0.9015823602676392, 1.5013848543167114, 2.1673195362091064, -0.4388679563999176, -0.3953385651111603, 0.11274305731058121, 0.12384691089391708, 0.7689378261566162, 0.7677722573280334, -0.7854801416397095, -0.7853983044624329]","[-0.4388679563999176, -0.3953385651111603]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58446425, -0.63156486, -1.7132305 ,  0.8972658 ,  1.5039176 ,
        2.166489  ], dtype=float32), 'joint_velocities': array([ 0.07018733, -0.33811638, -0.01251187, -0.08135674,  0.23543194,
        0.04201083], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
998,"[0.5844320058822632, -0.6371335983276367, -1.7126209735870361, 0.901215136051178, 1.5015205144882202, 2.1675918102264404, -0.4389510750770569, -0.3952523469924927, 0.11268442124128342, 0.1235785186290741, 0.7690722942352295, 0.7677469253540039, -0.7854810953140259, -0.7853983044624329]","[-0.4389510750770569, -0.3952523469924927]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5845312, -0.6316886, -1.7130177,  0.8976132,  1.5027757,
        2.1649458], dtype=float32), 'joint_velocities': array([ 0.07404522, -0.332057  , -0.02222385, -0.07715568,  0.23473795,
        0.04487763], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
999,"[0.5843842029571533, -0.6370680928230286, -1.7126058340072632, 0.9010934829711914, 1.5017236471176147, 2.1679391860961914, -0.4370451867580414, -0.39473822712898254, 0.11489778012037277, 0.12383079528808594, 0.7689389586448669, 0.7675999999046326, -0.7854801416397095, -0.7853983044624329]","[-0.4370451867580414, -0.39473822712898254]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5844166, -0.6315598, -1.7130909,  0.8969407,  1.5042398,
        2.1673956], dtype=float32), 'joint_velocities': array([ 0.0723046 , -0.3306153 , -0.01420169, -0.08617352,  0.23414569,
        0.04175886], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
1000,"[0.5843812823295593, -0.6370939016342163, -1.7124987840652466, 0.9007440805435181, 1.5019171237945557, 2.1682324409484863, -0.43783921003341675, -0.39437252283096313, 0.11416518688201904, 0.12400396913290024, 0.7692226767539978, 0.7677376866340637, -0.7854824066162109, -0.7853983640670776]","[-0.43783921003341675, -0.39437252283096313]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58445185, -0.63171387, -1.7129006 ,  0.8973782 ,  1.5029287 ,
        2.1656666 ], dtype=float32), 'joint_velocities': array([ 0.07736024, -0.3241853 , -0.02455417, -0.08168375,  0.23314439,
        0.04563018], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1001,"[0.5842958688735962, -0.6370123028755188, -1.7125014066696167, 0.9006603360176086, 1.502146601676941, 2.168609857559204, -0.4357686936855316, -0.39384499192237854, 0.11679297685623169, 0.12434966117143631, 0.7689206600189209, 0.7675354480743408, -0.7854809761047363, -0.7853983640670776]","[-0.4357686936855316, -0.39384499192237854]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5843216, -0.6315205, -1.7130253,  0.8964966,  1.5047126,
        2.1677988], dtype=float32), 'joint_velocities': array([ 0.07413676, -0.32376203, -0.01334473, -0.09297042,  0.23264574,
        0.04080549], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1002,"[0.5843076109886169, -0.6370465159416199, -1.7123777866363525, 0.9002558588981628, 1.5023351907730103, 2.1688456535339355, -0.4367975890636444, -0.393218457698822, 0.11571329087018967, 0.12479468435049057, 0.7692142724990845, 0.7676994800567627, -0.7854837775230408, -0.7853983640670776]","[-0.4367975890636444, -0.393218457698822]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58438444, -0.6317248 , -1.7127329 ,  0.89697224,  1.503262  ,
        2.1661377 ], dtype=float32), 'joint_velocities': array([ 0.07930945, -0.3162839 , -0.0270085 , -0.08602414,  0.23164865,
        0.0450423 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1003,"[0.5842028260231018, -0.6369479298591614, -1.712404489517212, 0.9002208113670349, 1.5026031732559204, 2.1692233085632324, -0.4341166615486145, -0.392913818359375, 0.11934313178062439, 0.12477392703294754, 0.7688177824020386, 0.7674440741539001, -0.7854815125465393, -0.7853984832763672]","[-0.4341166615486145, -0.392913818359375]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58420473, -0.6314805 , -1.7129434 ,  0.89620984,  1.5051868 ,
        2.1684985 ], dtype=float32), 'joint_velocities': array([ 0.07652831, -0.31672558, -0.01427842, -0.09813276,  0.23094057,
        0.04060969], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1004,"[0.5841997265815735, -0.636962354183197, -1.712276816368103, 0.8998523354530334, 1.5028527975082397, 2.169466733932495, -0.43512022495269775, -0.3922707140445709, 0.11813925206661224, 0.12538151443004608, 0.7690932750701904, 0.7676399946212769, -0.7854846715927124, -0.7853983044624329]","[-0.43512022495269775, -0.3922707140445709]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5842673 , -0.6316601 , -1.7126346 ,  0.89667606,  1.5038463 ,
        2.1671827 ], dtype=float32), 'joint_velocities': array([ 0.08123148, -0.30926535, -0.02797456, -0.09129816,  0.2297576 ,
        0.04429197], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1005,"[0.5840902328491211, -0.6368700861930847, -1.712317705154419, 0.8998239636421204, 1.5031495094299316, 2.169848918914795, -0.4324932098388672, -0.3914634883403778, 0.12182353436946869, 0.12568044662475586, 0.7687031030654907, 0.7673506140708923, -0.7854834198951721, -0.7853983640670776]","[-0.4324932098388672, -0.3914634883403778]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58409166, -0.6315233 , -1.7128334 ,  0.89655477,  1.5051211 ,
        2.168402  ], dtype=float32), 'joint_velocities': array([ 0.08059224, -0.3073592 , -0.02094796, -0.10021763,  0.2288141 ,
        0.04197205], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1006,"[0.5841072797775269, -0.6368357539176941, -1.7122653722763062, 0.8994510769844055, 1.503307580947876, 2.17008900642395, -0.4349108636379242, -0.3903169631958008, 0.11783111095428467, 0.12680979073047638, 0.7692734599113464, 0.7675483226776123, -0.785487949848175, -0.7853983640670776]","[-0.4349108636379242, -0.3903169631958008]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5842322 , -0.63159406, -1.7126161 ,  0.8957847 ,  1.5046566 ,
        2.1719236 ], dtype=float32), 'joint_velocities': array([ 0.08062343, -0.3006292 , -0.02387161, -0.10265952,  0.22803828,
        0.04108576], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1007,"[0.5840986967086792, -0.6368615031242371, -1.7122952938079834, 0.8989598155021667, 1.5033693313598633, 2.1706247329711914, -0.4369111955165863, -0.39302802085876465, 0.11620623618364334, 0.12381738424301147, 0.7698720097541809, 0.7683749794960022, -0.7854840159416199, -0.7853984236717224]","[-0.4369111955165863, -0.39302802085876465]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5841268 , -0.6317702 , -1.7126514 ,  0.89559335,  1.5045935 ,
        2.167745  ], dtype=float32), 'joint_velocities': array([ 0.0841303 , -0.29341355, -0.02471594, -0.1076496 ,  0.22793883,
        0.04257984], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1008,"[0.5841347575187683, -0.6368682980537415, -1.7122575044631958, 0.8983253240585327, 1.5032566785812378, 2.1709392070770264, -0.4388905465602875, -0.3930414021015167, 0.11353328824043274, 0.1251835972070694, 0.7699663043022156, 0.7680954933166504, -0.785485029220581, -0.7853984236717224]","[-0.4388905465602875, -0.3930414021015167]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5842195, -0.6317035, -1.7125949,  0.8950186,  1.5041001,
        2.174087 ], dtype=float32), 'joint_velocities': array([ 0.0851068 , -0.29147065, -0.02710412, -0.10477345,  0.2277742 ,
        0.04255005], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1009,"[0.5841531753540039, -0.6367321014404297, -1.712228775024414, 0.8977051377296448, 1.5030795335769653, 2.171382188796997, -0.4399683177471161, -0.393959105014801, 0.11142127215862274, 0.12538442015647888, 0.7696108818054199, 0.767937421798706, -0.7854838967323303, -0.7853983640670776]","[-0.4399683177471161, -0.393959105014801]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58427495, -0.6313822 , -1.7126285 ,  0.89440364,  1.5033376 ,
        2.1672397 ], dtype=float32), 'joint_velocities': array([ 0.08659951, -0.2926193 , -0.02702944, -0.10240246,  0.22903146,
        0.04243289], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1000.npy,data/images/camera2/frame_1000.npy
1010,"[0.5841882228851318, -0.6365879774093628, -1.7122126817703247, 0.8972241282463074, 1.5030053853988647, 2.1717495918273926, -0.43679079413414, -0.39238718152046204, 0.1153038963675499, 0.1273213028907776, 0.7688683867454529, 0.7675357460975647, -0.7854835987091064, -0.7853983640670776]","[-0.43679079413414, -0.39238718152046204]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58430123, -0.63124764, -1.7126316 ,  0.89409024,  1.503925  ,
        2.1708295 ], dtype=float32), 'joint_velocities': array([ 0.08518106, -0.28963304, -0.02642077, -0.10473074,  0.22923982,
        0.03994936], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1010.npy,data/images/camera2/frame_1010.npy
1011,"[0.5841885209083557, -0.6364277005195618, -1.7121491432189941, 0.8967444896697998, 1.503064513206482, 2.172102212905884, -0.43585383892059326, -0.39245209097862244, 0.11473394930362701, 0.12682540714740753, 0.7690818309783936, 0.7674546241760254, -0.7854832410812378, -0.7853983044624329]","[-0.43585383892059326, -0.39245209097862244]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58429056, -0.63121676, -1.7124765 ,  0.89327186,  1.5045485 ,
        2.1733325 ], dtype=float32), 'joint_velocities': array([ 0.08418702, -0.28307363, -0.02510761, -0.11143237,  0.22904593,
        0.03772998], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1010.npy,data/images/camera2/frame_1010.npy
1012,"[0.5842260122299194, -0.6364582777023315, -1.7121187448501587, 0.8961006999015808, 1.503182053565979, 2.1725404262542725, -0.4367629587650299, -0.3939262926578522, 0.11398885399103165, 0.12511414289474487, 0.7698200941085815, 0.7682616114616394, -0.7854815721511841, -0.7853984236717224]","[-0.4367629587650299, -0.3939262926578522]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58428866, -0.63150924, -1.7124273 ,  0.8932445 ,  1.5039154 ,
        2.1680903 ], dtype=float32), 'joint_velocities': array([ 0.08828676, -0.27260926, -0.02949185, -0.1157851 ,  0.228865  ,
        0.04023038], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1010.npy,data/images/camera2/frame_1010.npy
1013,"[0.5841970443725586, -0.6364514827728271, -1.7120826244354248, 0.8955898880958557, 1.5033586025238037, 2.172861337661743, -0.43532493710517883, -0.3933340609073639, 0.1169547289609909, 0.12646441161632538, 0.7695268988609314, 0.7681901454925537, -0.7854823470115662, -0.7853984236717224]","[-0.43532493710517883, -0.3933340609073639]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58420116, -0.631413  , -1.7124295 ,  0.8924967 ,  1.5045234 ,
        2.174306  ], dtype=float32), 'joint_velocities': array([ 0.08938373, -0.27087274, -0.02645745, -0.11865361,  0.22761601,
        0.04008567], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_1010.npy,data/images/camera2/frame_1010.npy
